upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,
078732004016,Food,1,549,n,n,Casa Sanchez: Hot Salsa Rosa,15oz,,n,1,
078732004023,Food,1,549,n,n,Casa Sanchez: Medium Salsa Verde,15oz,,n,1,
078732004115,Food,1,629,n,n,Casa Sanchez: Pico de Gallo chunky salsa,,,n,1,
078732004122,Food,1,799,n,n,Casa Sanchez: Real Guacamole ,120z,,n,1,
078732004139,Food,1,549,n,n,Casa Sanchez: Medium Salsa Roja,15oz,,n,1,
078732004245,Food,1,629,n,n,Casa Sanchez: Medium Fresh roasted,,,n,1,
078732004337,Food,1,799,n,n,Casa Sanchez: Org. Medium Salsa,,,n,1,
078732004467,Food,1,799,n,n,Casa Sanchaez: Medium Avocado Salsa,15oz,,n,1,
078783000418,Fresh Produce,1,449,n,n,Carr,,,n,1,
078895122565,Food,1,299,n,n,Lee Kum Kee: Plum Sauce,9.2 oz,,n,1,
078895126396,Food,1,339,n,n,Lee Kum Kee:Premium Soy Sauce,16.90 OZ,,n,1,
078895128833,Food,1,269,n,n,Lee Kum Kee:Soy Sauce,5.10 OZ,,n,1,
078895131413,Food,1,299,n,n,Lee Kum Kee: Lesser Sodium Soy Sauce,5.1 oz,,n,1,
078895134063,Food,1,259,n,n,Lee Kum Kee: Hoisin sauce,8.5 oz,,n,1,
078895142693,Food,1,569,n,n,Lee Kum Kee: Srirachi Mayo,15 oz,,n,1,
078895300017,Food,1,599,n,n,Lee Kum Kee:Oyster Flavored Sauce,9.00 OZ,,n,1,
078895760019,Food,1,299,n,n,Lee Kum Kee: Black Bean Garlic Sauce,8 oz,,n,1,
078895770018,Food,1,339,n,n,Lee Kum Kee: Chili Garlic Sauce,8.00 OZ,,n,1,
079100003273,Pets,1,129,n,n,9 Lives Wet:Super Supper,5.50 OZ,,n,1,
079100003662,Food,1,589,n,n,9 Lives Wet:Chicken & Tuna Dinner 5.5 Oz,4.00 CT,,n,1,
079184171028,Household Essentials,1,329,n,n,Campass,,,n,1,
079184221143,Household Essentials,1,249,n,n,Eraser,,,n,1,
079200001643,Candies/Bars/Gum,1,149,n,n,SweeTarts:Original Single Roll,1.80 OZ,y,n,1,
079298000054,Water/Juices,1,329,n,n,Evian:Natural Spring Water,1.50 LT,,n,2,
079298000078,Water/Juices,1,249,n,n,Evian Spring Water,1 L,,n,2,
079298200034,Water/Juices,1,280,n,n,Avian,,,n,2,
079373000139,Soda,1,265,n,n,Bundbrg: Ginger Beer,375ml,,n,1,
079373000146,Soda,1,989,n,n,Bundbrg: Ginger,4pk,,n,4,
079373000191,Soda,1,479,n,n,Bunds Berg; ginger beer,750ml,,n,2,
079373000214,Soda,1,265,n,n,Bundbrg: Root Beer,375ml,,n,1,
079373000221,Soda,1,989,n,n,Bundbrg: Root Beer`,4pk,,n,4,
079373000283,Soda,1,265,n,n,Bundrbrg: Diet zingr beer,375ml,,n,1,
079373000290,Soda,1,949,n,n,Bundrberg: Dite Ginr Beer,,,n,4,
079373000313,Soda,1,294,n,n,Bundbrg: peach Btl,12.7 fl,,n,1,
079373000320,Soda,1,989,n,n,Bundbrg: Peach,4pk,,n,4,
079373000344,Soda,1,299,n,n,Bandaberg: Blood Orange Btl,120z,,n,1,
079373000351,Soda,1,989,n,n,Bundbrg: Blood Orange,4pk,,n,4,
079373000375,Soda,1,294,n,n,Bund guva,"=""12.7""",,n,1,
079373000382,Soda,1,849,n,n,Bun Burg Guava,4pk,,n,4,
079373000764,Soda,1,279,n,n,Bundaberg,,,n,1,
079400181572,Household Essentials,1,549,n,n,Suave Hair - Styling:Extreme Hold 10,11.00 OZ,,n,1,
079400260932,Health & Wellness,1,929,n,n,Axe Apollo Deodorant Bodyspray,4 Oz,,n,1,
079400379979,Health & Wellness,1,499,n,n,Axe:Dark Temptation,4.00 OZ,,n,1,
079400462817,Household Essentials,1,349,n,n,SUAVE CONDITIONER WATERFALL,15 OZ,,n,1,
079400500205,Health & Wellness,1,399,n,n,Dove:Powder Invisible Solid,1.60 OZ,,n,1,
079400500908,Health & Wellness,1,459,n,n,Dove:Fresh Invisible Solid,1.60 OZ,,n,1,
079400551108,Health & Wellness,1,849,n,n,Axe:Anarchy Invisible Solid,2.70 OZ,,n,1,
079400553003,Health & Wellness,1,699,n,n,Axe:Essence,4.00 OZ,,n,1,
079400816603,Health & Wellness,1,599,n,n,Suave Hair - Styling:Extra Hold 7,9.00 OZ,,n,1,
079400835000,Health & Wellness,1,489,n,n,Suave Personal Wash:Naturals Ocean Breeze,12.00 FL OZ,,n,1,
079400848604,Health & Wellness,1,389,n,n,Suave Personal Wash:Naturals Sweet Pea & Violet,12.00 OZ,,n,1,
079400853202,Household Essentials,1,349,n,n,Suave Personal Wash:Men Active Sport,12.00 FL OZ,,n,1,
079567490005,Household Essentials,1,599,n,n,Wd-40,3 oz,,n,1,
079567490029,Household Essentials,1,1199,n,n,WD-40,8oz,,n,1,
079581184003,Teas/coffees,1,274,n,n,Calypso Lemonade,,,n,1,
079581184010,Teas/coffees,1,274,n,n,CALYPSO OCEAN,"=""0""",,n,1,
079581184027,Teas/coffees,1,274,n,n,Calypso:Strbry lemonade,"=""0""",,n,1,
079581184034,Teas/coffees,1,274,n,n,Calypso: suthern Peach,,,n,1,
079581184041,Soda,1,259,n,n,paradise punch lemonade,"=""0""",,n,1,
079581184058,Soda,1,259,n,n,Clapso: islnd lemonade ,,,n,1,
079581184072,Drinks,1,274,n,n,Triple  Melon Lemonade,,,n,1,
079581995111,Teas/coffees,1,274,n,n,Calypso Strawberry Lemonade,20.00 FL OZ,,n,1,
079581995241,Teas/coffees,1,274,n,n,Calypso Ocean Blue Lemonade,20 Oz,,n,2,
079581995258,Teas/coffees,1,274,n,n,Calypso Southern Peach Lemonade,20 OZ,,n,1,
079656000078,Health & Wellness,1,899,n,n,Banana Boat:Aloe Vera Gel 230 G,8.00 OZ,,n,1,
079656000085,Health & Wellness,1,799,n,n,Banana Boat:Aloe,16.00 FL OZ,,n,1,
079656045123,Health & Wellness,1,459,n,n,Banana Boat:Sport Performance Broad Spectrum SPF 30,3.00 FL OZ,,n,1,
079656049930,Health & Wellness,1,449,y,n,Banana BOat Sport Performance Sunscreen Protection,2 Oz,,n,1,
079801003725,Food,1,499,n,n,onion Poweder,49g,,n,1,
080000005267,Food,1,329,n,n,Portofino tuna,128g,,n,1,
080000005700,Food,1,329,n,n,Pink Salmon,5oz,,n,1,
080878002184,Household Essentials,1,999,n,n,Pantene Classic All Hair Types Shampoo,12.6 oz,,n,1,
080878004065,Health & Wellness,1,899,n,n,Pantene Pro-V Classic Care Solutions:2 in 1 Shampoo / Conditioner,12.60 FL OZ,,n,1,
081137504630,Household Essentials,1,399,n,n,Soft Touch,180ct,,n,1,
081363001002,Chips,1,329,n,n,New York Style:Roasted Garlic,6.00 OZ,y,n,1,
082102040191,Food,1,499,n,n,Biladi:Tahini   ,16 oz,,n,1,
082102040993,Food,1,499,n,n,Dipasa:Organic 100% Agave Nectar Light ,12.2 oz ,,n,1,
082102042225,Food,1,629,n,n,Dipasa:Black Tahini 100% Ground Sesame,16 oz,,n,1,
082592011084,Water/Juices,1,394,n,n,Naked,,,n,1,
082592011312,Water/Juices,1,394,n,n,Naked Tropical Guava,,,n,1,
082592011343,Water/Juices,1,449,n,n,Naked Proten Peach Mango,,,n,1,
082592194152,Water/Juices,1,394,n,n,Naked Juice Strawberry Banana,15.20 OZ,,n,1,
082592194640,Water/Juices,1,849,n,n,Naked Juice:Strawberry Banana,64.00 OZ,,n,2,
082592234155,Water/Juices,1,394,n,n,Naked Juice:O-J,15.20 OZ,,n,1,
082592631954,Water/Juices,1,445,n,n,Naked Juice:Protein Zone Double Berry,15.20 OZ,,n,1,
082592632326,Water/Juices,1,394,n,n,Naked Juice:Orange Carrot,15.20 OZ,,n,1,
082592632470,Water/Juices,1,394,n,n,Naked:Veggies - Berry Veggie - No Sugar Added,15.20 FL OZ,,n,1,
082592633354,Water/Juices,1,399,n,n,Naked Juice:Probiotic Machine Tropical Mango,15.20 OZ,,n,1,
082592633569,Water/Juices,1,394,n,n,Naked Kale Blazer:Veggies,15.20 FL OZ,,n,1,
082592633750,Water/Juices,1,494,n,n,Naked Juice,15.2 oz,,n,1,
082592660152,Water/Juices,1,394,n,n,Naked Mighty Mango,15.20 FL OZ,,n,1,
082592660640,Water/Juices,1,889,n,n,Naked Mighty Mango,64.00 OZ,,n,2,
082592720153,Water/Juices,1,394,n,n,Naked: Green Machine,15.20 FL OZ,,n,1,
082592720641,Water/Juices,1,849,n,n,Naked Juice Green Machine,64.00 OZ,,n,2,
082592722157,Water/Juices,1,445,n,n,Naked Juice:Protein Zone,15.20 FL OZ,,n,1,
082592726155,Water/Juices,1,394,n,n,Naked Juice:Red Machine,15.20 FL OZ,,n,1,
082592727152,Water/Juices,1,394,n,n,Naked: Blue Machine,15.20 FL OZ,,n,1,
082592727640,Water/Juices,1,849,n,n,Naked Juice:Blue Machine,64.00 OZ,,n,2,
082592917157,Water/Juices,1,394,n,n,Naked Juice:Power-C Machine,15.20 OZ,,n,1,
082592920157,Water/Juices,1,394,n,n,Naked Juice:Orange Mango,15.20 OZ,,n,1,
082592988157,Water/Juices,1,394,n,n,Naked Juice:Berry Blast,15.20 OZ,,n,1,
082592988645,Water/Juices,1,889,n,n,Naked Juice:Berry Blast,64.00 OZ,,n,2,
082666500506,Chips,1,399,n,n,Pop Chips:Salt & Vinegar,5 oz,,n,1,
082666500704,Chips,1,429,n,n,Pop Chips:Sour Cream & Onion ,5 oz,,n,1,
082666500803,Chips,1,399,n,n,Pop Chips:Sea Salt ,5 oz,,n,1,
082666500902,Chips,1,429,n,n,Pop Chips:Barbeque ,5 oz,,n,1,
082666502005,Chips,1,429,n,n,PopChips: Crazy Hot,5 oz,y,n,1,
082666502036,Chips,1,429,n,n,PopChips: Zesty Jalapeno Chedder,5 oz,y,n,1,
082666503019,Chips,1,399,n,n,Pop Chips Ridges:Tangy BBQ,5 oz,,n,1,
082666503026,Chips,1,399,n,n,Pop Chips Ridges:Cheddar Sourcream,5 oz,,n,1,
082666701095,Chips,1,149,n,n,Pop Chips Ridges:Cheddar Sourcream,0.8 oz,,n,1,
082666701200,Chips,1,429,n,n,Pop Chips:Crazy Hot,5 oz,,n,1,
082666711001,Chips,1,149,n,n,Pop Chips:Sea Salt ,0.8 oz,,n,1,
082666722007,Chips,1,149,n,n,Pop Chips:Barbeque ,0.8 oz,,n,1,
082666755005,Chips,1,149,n,n,Pop Chips:Salt & Vinegar,0.8 oz,,n,1,
082666777007,Chips,1,149,n,n,Pop Chips:Sour Cream & Onion ,0.8 oz,,n,1,
082666806028,Chips,1,167,n,n,Pop Chips- Yes Peas:Farmhouse Ranch ,3oz,,n,1,
082815011006,Household Essentials,1,699,n,n,Umbrella Mens Auto Fold Black Over Sized - 42 inch,,,n,1,
083078113148,Health & Wellness,1,299,n,n,Carmex,2 oz,,n,1,
083791061788,Chips,1,339,n,n,oodoo evel eye,,,n,1,
083791070179,Chips,1,333,n,n,Zapps Voodo,5oz,,n,1,
084114009944,Chips,1,329,n,n,Kettle:New York Cheddar,5 oz,,n,1,
084114009968,Chips,1,329,n,n,Kettle:Sea Salt & Vinegar,5 oz,,n,1,
084114009975,Chips,1,329,n,n,Kettle:Organic Sea Salt ,5 oz,,n,1,
084114009982,Chips,1,329,n,n,Kettle:Sea Salt,5 oz,,n,1,
084114009999,Chips,1,329,n,n,Kettle:Natural Unsalted,5 oz,,n,1,
084114030702,Chips,1,329,n,n,Kettle Brand:Honey Dijon,5.00 OZ,y,n,1,
084114032164,Chips,1,549,n,n,Kettle:King Size -Sea Salt,13 oz,,n,1,
084114032386,Chips,1,549,n,n,Kettle:King Size - Krinkle Kut Sea Salt,13 oz,,n,1,
084114032409,Chips,1,549,n,n,Kettle:King Size - Krinkle Kut Black Pepper ,13 oz,,n,1,
084114032607,Chips,1,149,n,n,Kettle:Krinkle Kut Black Pepper ,2 oz,,n,1,
084114033000,Chips,1,149,n,n,Kettle:Sea Salt,2 oz,,n,1,
084114033208,Chips,1,149,n,n,Kettle:New York Cheddar,2 oz,,n,1,
084114033338,Chips,1,149,n,n,Kettle:Sea Salt & Vinegar ,2 oz,,n,1,
084114033703,Chips,1,149,n,n,Kettle:Honey Dijon,2 oz,,n,1,
084114100061,Chips,1,329,n,n,Kettle:Organic Country Stlye Barbeque,5 oz,,n,1,
084114105974,Chips,1,329,n,n,Kettle:Organic Salt & Black Pepper ,5 oz,,n,1,
084114107077,Chips,1,329,n,n,Kettle Brand Krinkle Cut:Salt & Fresh Ground Pepper,5.00 OZ,y,n,1,
084114110978,Chips,1,549,n,n,Kettle:King Size - Krinkle Kut Backyard  Barbeque ,13 oz,,n,1,
084114111722,Chips,1,329,n,n,Kettle:Krinkle Kut Buffalo Bleu ,5 oz,,n,1,
084114112484,Chips,1,149,n,n,Kettle:Dill Pickle,2 oz,,n,1,
084114113382,Chips,1,149,n,n,Kettle:Buffalo Bleu,2 oz,,n,1,
084114114464,Chips,1,329,n,n,Kettle:Sour Cream & Onion,5 oz,,n,1,
084114114495,Chips,1,329,n,n,Kettle:Backyard Barbeque,5 oz,,n,1,
084114115003,Chips,1,299,n,n,Kettle:100% Avacado Oil-Himalayan Salt,4.2 oz,,n,1,
084114115010,Chips,1,299,n,n,Kettle:100% Avacado Oil-Chili Lime,4.2 oz,,n,1,
084114115447,Chips,1,149,n,n,Kettle:Backyard Barbeque,2 oz,,n,1,
084114115881,Chips,1,149,n,n,Kettle:Jalapeno ,2 oz,,n,1,
084114116352,Chips,1,329,n,n,Kettle Brand:Jalapeno,5.00 OZ,y,n,1,
084114121936,Chips,1,329,n,n,Kettle:Almond Oil- Wood Smoked Sea Salt,4.2oz,,n,1,
084114123534,Chips,1,549,n,n,Kettle:King Size - Sea Salt Vinegar,13 oz,,n,1,
084114128041,Chips,1,329,n,n,Kettle:Krinkle Kut Black Pepper,5 oz,,n,1,
084114128058,Chips,1,329,n,n,Kettle:Krinkle Kut Dill Pickle,5 oz,,n,1,
084114129574,Chips,1,329,n,n,Kettle:Korean BBQ,5 oz,,n,1,
084114129611,Chips,1,149,n,n,Kettle:Korean BBQ,2 oz,,n,1,
084114221964,Food,1,329,n,n,Kettle Pepperoncini Potato Chips,5 oz,,n,1,
084114900388,Chips,1,329,n,n,Kettle: Chile Verde,5 oz,y,n,1,
084114900432,Chips,1,329,n,n,Kettle:Spicy Queso,5 oz,,n,1,
084114900555,Food,1,329,n,n,Kettle:tropical Salsa,,,n,1,
084114900722,Chips,1,329,n,n,Kettle:Almond Oil- Fiery Thai,4.2oz,,n,1,
084114900852,Chips,1,339,n,n,Kettle:Bourbon BBQ ,5 oz,,n,1,
084114900869,Chips,1,329,n,n,Kettle:Wasabi Ranch,5 oz,,n,1,
084114901187,Chips,1,329,n,n,Kettle,,,n,1,
084114901200,Chips,1,329,n,n,kettle,,,n,1,
084114901675,Chips,1,339,n,n,Kettle Habanero Lime,,,n,1,
084114901705,Chips,1,339,n,n,Kettle Krinkle cut,,,n,1,
084213000262,Food,1,249,n,n,Mestemacher: Black Pumpernickle,8.8 oz,,n,1,
084213000712,Food,1,329,n,n,Mestemacher: Pumpernickle Bread,17.6 oz,,n,1,
084213000729,Food,1,329,n,n,Mestemacher: Whole Rye Bread,17.6 oz,,n,1,
084213000736,Food,1,329,n,n,Mestemacher: Three Grain Bread,17.6 oz,,n,1,
084213000743,Food,1,329,n,n,Mestemacher: Sunflower Seed Bread,17.6 oz,,n,1,
084213000781,Food,1,329,n,n,"Mestemacher:Bread, Fitness",17.60 OZ,,n,1,
084213006622,Food,1,399,n,n,Mestemacher: Organic Whole Rye,17.6 oz,,n,1,
084213006639,Food,1,399,n,n,Mestemacher: Organic Three Grain,17.6 oz,,n,1,
084213006646,Food,1,399,n,n,Mestemacher: Organic Sunflower Seed,17.6 oz,,n,1,
084253222150,Dairy,1,299,n,n,"Rice Dream:Rice Drink, Original, Enriched",32.00 OZ,y,n,1,
084253222167,Dairy,1,349,n,n,"Rice Dream:Rice Drink, Vanilla, Enriched",32.00 OZ,,n,1,
084253222303,Dairy,1,369,n,n,Rice Dream:Org. Original Enriched,32 oz,,n,1,
084253222310,Dairy,1,369,n,n,Rice Dream:Org. Vanilla Enriched,32 oz,,n,1,
084253240017,Food,1,469,n,n,Imagine Broth:Organic Low Sodium Veggie Broth ,32 oz,,n,1,
084253240024,Food,1,449,n,n,Imagine:Organic Vegetable Broth,32.00 OZ,,n,1,
084253240246,Food,1,469,n,n,Imagine Broth:Organic Low Sodium Beef Broth ,32 oz,,n,1,
084253240444,Food,1,599,n,n,"Imagine:Soup, Portobello Mushroom, Creamy",32.00 OZ,,n,1,
084253240475,Food,1,599,n,n,Imagine:Creamy Tomato Soup,34.00 OZ,,n,1,
084253240482,Food,1,469,n,n,Imagine Broth:Organic Vegetable Broth ,32 oz,,n,1,
084253240499,Food,1,469,n,n,Imagine Broth:Organic Free Range Chicken ,32 oz,,n,1,
085164000097,Food,1,229,n,n,Lucio:Fettucine #6,1 lb,,n,1,
085164106355,Food,1,229,n,n,Lucio:Fusilli #63,1 lb,,n,1,
085164110253,Food,1,229,n,n,Lucio:Spaghetti #25,1 lb,,n,1,
085164110703,Food,1,229,n,n,Lucio:Penne Rigate #70,1 lb,,n,1,
085164110789,Food,1,229,n,n,Lucio:Farfalle/Bow #78,1 lb,,n,1,
085164110840,Food,1,229,n,n,Lucio:Shells #84,1 lb,,n,1,
085164119775,Food,1,229,n,n,Lucio:Elbows #197,1 lb,,n,1,
085644000999,Food,1,199,n,n,Berta:Berta Maria Cookie,7 oz,,n,1,
085968001009,Food,1,799,n,n,Jasmine Rice Gold Star,5lb,,n,1,
085968001207,Food,1,399,n,n,Golden Star:Jasmine Rice,2.00 LB,,n,1,
085968601629,Food,1,399,n,n,Org Jasmine Rice,,,n,1,
086216118456,Household Essentials,1,599,n,n,Dust Off Electronic Duster,12 Oz,,n,1,
086232517004,Candies/Bars/Gum,1,359,n,n,Gumbilees Wine Gum,,,n,1,
086232517011,Candies/Bars/Gum,1,359,n,n,Gustafâ€™s Jelly Babies,,,n,1,
086232517028,Candies/Bars/Gum,1,359,n,n,Gustafâ€™s Allsorts ,,,n,1,
086600703503,Food,1,249,n,n,Bumble Bee:W/Crackers Ready to Eat,3.50 OZ,,n,1,
086700001073,Food,1,299,n,n,SunRidge:Org.Grn split peas,14oz,,n,1,
086700070611,Food,1,719,n,n,Sunridge: Org. Tahinian Vani Granola,16oz,,n,1,
086700070659,Food,1,659,n,n,"Organic,raxpberry crunchgranola 16oz",16oz,,n,1,
086700662793,Food,1,399,n,n,Sunridge Org mulit color pop,,,n,1,
086700670453,Food,1,599,n,n,Sun ridge farms: Golden honey and nuts granola..,16oz,,n,1,
086700670460,Food,1,599,n,n,Sun ridge farms: fruit and nut granola 16oz,16oz,,n,1,
086700670477,Food,1,599,n,n,Sun ridge farms: apple blueberry granola,16oz,,n,1,
086700670484,Food,1,599,n,n,SunRidge: nut gran,,,n,1,
086700670514,Food,1,399,n,n,SunRidge: Org. Rolled Oats,,,n,1,
086700670880,Food,1,899,n,n,SunRidge Keto Granola,11oz,,n,1,
086700671054,Food,1,369,n,n,SunRidge:Org. Green lentils,12oz,,n,1,
086700671092,Food,1,399,n,n,SunRidge: Org. Red Lentils,12oz,,n,1,
086700675175,Nuts/Seeds,1,669,n,n,SunRidge: Org Medjool Dates,9 oz,y,n,1,
086700676134,Nuts/Seeds,1,869,n,n,Sun Ridge Farm California pistachio shelled,5oz,,n,1,
086700676288,Food,1,799,n,n,Sun Ridge farm organic fancy cashews  7oz,7oz,,n,1,
086700676578,Food,1,639,n,n,SunRidge: Org. supreme fruit max 7oz,7oz,y,n,1,
086700676806,Candies/Bars/Gum,1,599,n,n,Sunridge Malt Balls Pnt Btr Mlk,7 oz,,n,1,
086700680254,Nuts/Seeds,1,429,n,n,SunRidge: Drk Choco Coconut Chews,5.5 oz,y,n,1,
086700680476,Nuts/Seeds,1,499,n,n,SunRidge: Drk choco Almond,,,n,1,
086700680650,Candies/Bars/Gum,1,769,n,n,SunRidge Farms:Jolly Beans,9.00 OZ,y,n,1,
086700680827,Food,1,359,n,n,SunRidge Farms:Yogurt Pretzels,5.00 OZ,y,n,1,
086700681190,Food,1,329,n,n,SunRidge:Crunchy Banana Chips,5.50 OZ,y,n,1,
086700681299,Food,1,499,n,n,SunRidge: Org. Thompson Raisins,8.00 OZ,y,n,1,
086700681398,Food,1,329,n,n,SunRidge: Fancy Dried Cranberries,5.00 OZ,y,n,1,
086700681473,Food,1,649,n,n,SunRidge:Tropical Fruit Mix,7.00 OZ,y,n,1,
086700681541,Food,1,699,n,n,SunRidge: Org.Tropical Mango,5.00 OZ,y,n,1,
086700681572,Nuts/Seeds,1,669,n,n,SunRidge: Sweet Cherries,6 oz,y,n,1,
086700681589,Nuts/Seeds,1,599,n,n,SunRidge: Org. Pitted Prunes,8oz,y,n,1,
086700681640,Food,1,429,n,n,Sun Ridge Farms organic multi color popcorn  18oz,18oz,,n,1,
086700681657,Nuts/Seeds,1,739,n,n,Sunridge Crystallize Ginger,5 oz,,n,1,
086700681701,Candies/Bars/Gum,1,559,n,n,Sunridge Milk Malt Balls,7 oz,,n,1,
086700681763,Nuts/Seeds,1,549,n,n,SunRidge Farms:Supreme California Almonds,8.00 OZ,y,n,1,
086700681787,Nuts/Seeds,1,399,n,n,SunRidge Farms:Sliced Almonds,4.00 OZ,,n,1,
086700681794,Nuts/Seeds,1,599,n,n,SunRidge Farms:Slivered Almonds,5.00 OZ,,n,1,
086700681855,Nuts/Seeds,1,729,n,n,"SunRidge Farms:Fancy Cashews, Roasted & Salted",8.00 OZ,,n,1,
086700681916,Nuts/Seeds,1,699,n,n,"SunRidge: Mixed Nuts, Roasted & Salted",7.50 OZ,y,n,1,
086700682029,Nuts/Seeds,1,639,n,n,"SunRidge Farms:Pistachios, Roasted & Salted",6.50 OZ,y,n,1,
086700682067,Nuts/Seeds,1,469,n,n,SunRidge Org. Pumpkin Seeds,7.00 OZ,,n,1,
086700682166,Nuts/Seeds,1,539,n,n,SunRidge Farms:Fancy Walnut Halves,6.00 OZ,y,n,1,
086700682197,Food,1,599,n,n,SunRidg: Org. Wlanuts,6.00 OZ,,n,1,
086700682357,Nuts/Seeds,1,549,n,n,"SunRidge Farms:Cranberry Harvest Mix, Organic",7.50 OZ,y,n,1,
086700682388,Nuts/Seeds,1,449,n,n,SunRidge: Mountain Rainbow Mix,7 oz,y,n,1,
086700682395,Nuts/Seeds,1,369,n,n,SunRidge:Hit The Trail Mix,8.00 OZ,y,n,1,
086700682449,Nuts/Seeds,1,499,n,n,"Sunridge farms,, berdys a dcnocolateantjoxidant mix 170 b",6 oz,y,n,1,
086700682647,Nuts/Seeds,1,749,n,n,Sunridge Keto Trial Mix,,,n,1,
086700682708,Food,1,499,n,n,SunRidge: Peanut Butter,,,n,1,
086700682715,Food,1,599,n,n,SunRidg: Almond Cluster,,,n,1,
086700685051,Food,1,319,n,n,SunRidge: Org. Shredded Coconut,5 oz,y,n,1,
086700689547,Nuts/Seeds,1,229,n,n,Sunridge Org. Sunflower,2.6oz,,n,1,
086700689561,Nuts/Seeds,1,229,n,n,Organic coffee almond coconut chews 2 Oz,2 Oz,,n,1,
086700689578,Nuts/Seeds,1,229,n,n,Sun Ridge Farm organic oatmeal raisin,2oz,,n,1,
086700689585,Nuts/Seeds,1,229,n,n,Dart chocolate almons,2.5oz,,n,1,
086700689592,Nuts/Seeds,1,229,n,n,Sunridge Drk Choc Cocn Chews,2.25oz,,n,1,
086700689615,Nuts/Seeds,1,229,n,n,SunRidge Appl Cider Cashew,1.8oz,,n,1,
086700781494,Food,1,589,n,n,SunRidge: Pineapple Rigns,6 oz,y,n,1,
086700781524,Food,1,699,n,n,Org.wh quinoa,,,n,1,
086700781982,Nuts/Seeds,1,799,n,n,SunRidge: Pecan Halves,6oz,y,n,1,
086726100231,Dairy,1,499,n,n,Pavels organic yogurt,,,n,1,
087076214555,Nuts/Seeds,1,459,n,n,SnackClub: Yogurt Trail Mix,6.75 oz,y,n,1,
087076214821,Food,1,459,n,n,Snak Club Chili Mango,4.5 oz,y,n,1,
087076412388,Nuts/Seeds,1,459,n,n,SnakClub: Raw Almond,4 oz,y,n,1,
087076413316,Food,1,529,n,n,Snk Clb: Unsalted Cashew ,,,n,1,
087076413330,Nuts/Seeds,1,449,n,n,SnackClub: S & P Cashews,4 oz,y,n,1,
087427429249,Food,1,1599,n,n,Grilled Chicken Patties,,,n,1,
087427437312,Food,1,1199,n,n,Org Veggie Bites,28oz,,n,1,
087688692109,Food,1,1299,n,n,Applwd Bacon 2pk,,,n,1,
088168881662,Health & Wellness,1,209,n,n,Amoray Strawberry Nail Polish Remover,8 Oz,,n,1,
088177227673,Food,1,639,n,n,Soy Vay:Veri Veri Teriyaki,21 oz,,n,1,
088177227758,Food,1,639,n,n,Soy Vay:Veri Veri Teriyaki Low Sodium,21 oz,,n,1,
088702009521,Food,1,559,n,n,Bonne Maman:Mix Berries Preserves ,13 oz,,n,1,
088702015591,Food,1,559,n,n,Bonne Maman:Cherry Preserves,13 oz,,n,1,
088702015607,Food,1,559,n,n,"Bonne Maman:Preserves, Strawberry",13.00 OZ,,n,1,
088702015614,Food,1,559,n,n,"Bonne Maman:Preserves, Apricot",13.00 OZ,,n,1,
088702015621,Food,1,559,n,n,Bonne Maman:Peach Preserves,13 oz,,n,1,
088702015638,Food,1,559,n,n,Bonne Maman:Orange Marmalade,13.00 OZ,,n,1,
088702015652,Food,1,559,n,n,"Bonne Maman:Preserves, Raspberry",13.00 OZ,,n,1,
088702015669,Food,1,559,n,n,Bonne Maman:Wild Blueberry Preserves,13 oz,,n,1,
088702016758,Food,1,559,n,n,Bonne Maman:4 Fruits Preserves ,13 oz,,n,1,
088702029291,Food,1,559,n,n,Bonne Maman:BlackBerry ,13 oz,,n,1,
088702509359,Food,1,559,n,n,Bonne Maman:Fig Preserves ,13 oz,,n,1,
088702787115,Food,1,559,n,n,Bonne Maman Mango- Peach,"=""1""",,n,1,
088702882414,Food,1,459,n,n,Bonne Maman:Intense: Blueberry  ,8.2oz,,n,1,
089678001120,Food,1,499,n,n,felaffel mix,16oz,,n,1,
089678003018,Food,1,549,n,n,Tarazi:Sesame Butter Tahini,1 lb,,n,1,
089678003025,Food,1,999,n,n,Tarazi:Sesame Butter Tahini,2 lbs,,n,1,
089678005012,Food,1,669,n,n,Tarazi (NON GMO CERTIFIED:Organic Sesame Butter Tahini,1 lb,,n,1,
089678005029,Food,1,1069,n,n,Tarazi (NON GMO CERTIFIED:Organic Sesame Butter Tahini,2lb,,n,1,
089991626581,Food,1,799,n,n,Org Turkey,,,n,1,
090097888889,Energy,1,299,n,n,"Vital 4U:The Rave Drink, Killer Chocolate Mocha Flavor",0.60 OZ,,n,1,
090341004584,Soda,1,200,n,n,Reed's:Zero Sugar Extra Ginger Beer,12 fl. oz.,,n,1,
090341006342,Soda,1,229,n,n,Virgil's Zero Sugar RootBeer,12oz,,n,1,
090341120048,Soda,1,799,n,n,"Virgil's:Root Beer, Micro Brewed",4.00 EA,,n,4,
090341121212,Soda,1,199,n,n,Virgil's:Root Beer,12 fl. oz.,,n,1,
090341123452,Soda,1,229,n,n,Virgil's:Vanilla Cream ,12 fl. oz.,,n,1,
090341200016,Soda,1,209,n,n,Virgil's:Orange Soda,12 fl. oz.,,n,1,
090341200023,Soda,1,749,n,n,orange creamsoda,"=""4""",,n,4,
090341231157,Soda,1,749,n,n,black cherry creamsoda,"=""4""",,n,4,
090341232321,Soda,1,199,n,n,Virgil's:Black Cherry Cream ,12 fl. oz.,,n,1,
